department,region,education,gender,recruitment_channel,age,previous_year_rating,KPIs_met >60%,awards_won?,avg_training_score
2,2,2,2,3,50,3.0,1,0,55
2,7,2,1,1,28,4.0,1,0,62
1,10,1,1,3,44,3.0,1,0,50
4,28,1,1,1,34,3.0,1,1,80
3,2,2,1,1,41,5.0,0,0,87
4,7,3,2,1,24,5.0,1,0,77
4,2,2,2,3,24,5.0,1,0,81
3,11,2,2,1,32,1.0,1,0,71
5,4,2,1,3,38,4.0,0,0,85
1,13,1,1,3,35,3.0,0,0,63
2,3,1,1,1,45,5.0,0,1,76
3,2,1,2,3,33,5.0,0,0,79
4,7,1,1,3,34,3.0,1,0,81
2,6,2,1,1,32,3.0,1,0,55
2,26,1,2,1,36,4.0,1,0,58
5,23,1,1,1,35,5.0,0,0,99
5,22,2,2,1,29,3.0,1,0,85
5,4,1,1,1,34,3.0,0,1,87
4,11,2,1,3,27,2.0,1,0,79
3,10,1,1,1,34,5.0,1,0,72
6,25,2,1,1,31,3.0,0,0,77
1,11,2,1,1,29,5.0,0,0,61
5,2,1,1,3,35,5.0,1,0,85
1,2,1,1,3,35,4.0,1,1,50
4,27,2,2,3,27,4.0,1,0,82
4,13,2,1,2,30,5.0,0,0,92
5,2,1,1,3,47,5.0,1,0,86
1,4,1,1,3,35,5.0,1,0,47
3,22,1,1,1,31,5.0,1,0,70
2,23,1,1,3,36,3.0,1,0,57
4,16,2,1,3,58,3.0,1,0,90
2,15,2,2,3,30,5.0,1,0,59
2,2,2,1,3,38,5.0,1,0,58
5,28,1,1,3,37,2.0,0,0,82
1,1,2,1,3,29,5.0,0,0,66
2,13,2,1,1,38,3.0,1,1,61
1,2,1,1,3,23,5.0,0,0,67
1,11,1,1,1,39,5.0,0,0,63
4,26,2,2,1,31,5.0,1,0,81
2,4,2,1,3,31,4.0,1,0,62
2,15,2,1,3,32,4.0,1,0,93
2,2,2,2,1,33,4.0,1,1,59
3,2,1,1,1,39,3.0,1,0,66
2,15,2,1,3,30,5.0,1,0,63
3,31,1,2,3,38,5.0,1,1,94
1,25,1,1,1,34,3.0,1,0,48
2,13,1,2,3,38,5.0,1,1,93
4,22,1,2,1,33,3.0,1,0,75
7,26,2,1,3,32,3.0,0,1,58
3,7,2,1,1,28,5.0,1,0,69
4,1,1,2,1,35,3.0,1,0,96
2,22,2,1,3,30,3.0,1,1,59
9,22,2,1,1,30,4.0,1,1,88
1,30,2,1,1,28,3.0,1,0,47
1,2,2,1,3,43,4.0,1,0,49
1,4,1,1,3,33,3.0,1,0,49
2,22,2,1,3,28,3.0,1,0,89
4,1,1,1,3,30,3.0,1,1,81
5,22,2,1,3,28,3.0,0,0,88
1,13,2,1,1,38,4.0,1,0,90
5,22,2,1,2,32,3.0,1,1,78
2,26,2,2,1,36,3.0,0,0,72
2,31,1,2,1,34,5.0,0,0,66
5,22,2,1,3,29,5.0,0,1,82
3,22,2,2,3,34,5.0,1,0,65
4,7,1,2,1,33,4.0,0,1,80
1,32,2,1,1,29,2.0,0,0,65
4,22,2,2,3,27,2.0,1,0,79
1,10,1,1,3,33,4.0,1,0,49
1,13,2,1,2,30,3.0,0,0,93
2,15,2,1,3,34,5.0,0,0,75
2,7,2,2,1,30,4.0,0,0,98
4,4,2,1,3,29,5.0,1,0,77
4,12,2,2,1,34,5.0,0,0,82
1,22,2,1,1,32,3.0,0,0,60
3,31,1,2,1,33,2.0,1,0,70
8,2,3,1,1,27,5.0,0,0,72
3,15,2,1,1,33,5.0,1,0,68
6,13,1,1,3,35,5.0,0,0,98
1,4,2,2,1,28,4.0,1,0,53
3,27,1,1,3,38,3.0,1,0,70
2,16,2,1,1,35,4.0,1,1,75
1,15,2,1,1,30,3.0,1,0,51
2,22,2,1,3,29,4.0,0,0,75
2,15,1,1,3,38,5.0,0,0,82
2,15,2,1,1,38,3.0,1,1,58
2,32,1,2,1,42,5.0,0,0,73
5,25,1,1,3,35,3.0,1,0,86
1,2,1,1,3,45,4.0,0,0,92
2,2,2,1,1,37,3.0,0,0,73
4,23,2,1,1,38,5.0,1,0,81
5,29,2,2,3,30,5.0,1,0,86
5,4,1,1,1,37,5.0,1,1,89
2,22,2,2,2,35,3.0,1,0,61
4,15,2,2,1,32,5.0,0,1,94
5,15,2,1,3,27,5.0,1,0,87
3,7,1,2,3,33,3.0,1,0,73
5,4,1,1,3,34,5.0,1,0,86
3,17,1,2,2,39,3.0,1,0,72
2,7,2,1,3,27,4.0,1,1,91
1,7,1,1,3,45,3.0,1,0,53
3,27,2,1,3,30,3.0,0,0,85
6,2,1,2,3,51,5.0,0,0,78
5,4,2,2,3,29,5.0,1,0,80
3,29,2,1,3,35,5.0,1,0,69
2,7,2,2,1,43,5.0,1,1,82
3,17,1,2,1,39,2.0,1,0,92
2,6,2,2,3,25,5.0,1,0,62
2,22,2,1,3,34,3.0,0,0,66
1,7,1,1,1,35,4.0,1,0,50
1,25,1,1,1,43,3.0,0,0,64
1,7,1,2,3,37,5.0,1,1,98
3,7,2,2,3,36,5.0,1,0,70
5,1,2,1,3,30,5.0,1,0,84
3,31,2,2,3,32,5.0,1,1,70
5,31,2,1,1,30,4.0,1,0,82
4,6,2,1,1,31,4.0,1,0,74
2,4,2,1,3,30,5.0,0,0,67
3,8,1,2,1,44,3.0,1,0,74
1,4,1,1,3,33,5.0,1,0,50
5,14,2,1,3,33,5.0,1,0,84
7,11,1,1,1,44,4.0,1,0,52
6,2,2,2,3,40,3.0,1,0,55
5,2,2,1,3,60,5.0,1,0,87
6,7,1,2,1,32,4.0,0,0,94
7,2,3,1,1,22,3.0,1,0,47
4,2,2,2,2,35,2.0,1,0,79
2,2,1,2,1,37,5.0,1,0,56
5,22,2,1,3,28,4.0,1,0,88
2,22,1,2,3,40,5.0,0,0,73
5,2,1,1,3,59,5.0,1,0,89
4,26,2,1,3,25,3.0,0,0,91
2,2,3,2,3,24,5.0,1,0,96
4,20,1,1,1,39,4.0,1,0,95
5,22,2,2,3,31,5.0,1,0,88
3,2,2,1,3,35,3.0,1,0,65
4,28,2,1,3,28,5.0,0,1,91
1,13,2,1,3,26,5.0,1,0,47
1,28,2,1,1,33,5.0,1,0,51
3,2,1,2,3,46,5.0,1,0,68
2,2,1,2,3,55,5.0,1,0,85
5,22,2,1,3,28,4.0,1,0,86
1,28,2,1,1,27,3.0,1,0,41
8,7,2,1,3,29,1.0,0,0,65
3,7,2,2,3,29,5.0,1,0,72
2,22,2,1,3,27,3.0,1,0,55
5,28,1,1,1,33,4.0,1,0,87
4,13,2,1,1,27,3.0,1,0,87
1,2,2,1,1,24,5.0,0,0,62
1,2,2,2,1,54,4.0,1,0,47
9,7,2,1,1,29,5.0,1,1,86
2,23,2,2,3,32,3.0,1,0,64
3,11,2,2,3,31,5.0,1,0,71
4,2,1,2,3,59,4.0,1,0,83
2,2,3,1,3,25,3.0,1,0,61
1,22,2,1,3,29,3.0,0,0,58
4,6,2,1,1,24,1.0,0,1,87
4,2,1,1,1,46,5.0,1,0,78
1,22,2,1,3,28,4.0,1,0,47
1,23,2,1,1,40,4.0,1,0,59
3,26,2,1,1,32,3.0,1,0,70
5,2,1,1,3,23,5.0,1,0,81
2,22,1,2,1,31,5.0,0,0,68
2,13,2,1,3,34,3.0,0,0,68
2,22,2,1,3,33,5.0,1,0,57
6,19,2,1,1,29,3.0,0,0,73
2,31,2,2,3,36,5.0,1,0,59
2,22,1,1,2,31,5.0,1,1,94
4,26,2,1,3,36,4.0,1,0,83
1,19,2,1,3,32,1.0,1,0,97
5,22,2,1,1,30,4.0,1,0,81
3,2,1,1,1,41,3.0,0,0,83
1,7,2,2,1,34,4.0,1,0,52
4,16,2,1,3,28,1.0,0,0,82
1,2,2,1,1,25,3.0,1,0,52
3,2,2,1,3,31,4.0,1,0,71
1,25,1,1,3,34,5.0,1,0,51
2,2,1,1,1,46,3.0,1,0,59
1,7,2,1,3,50,3.0,1,0,53
4,22,2,1,3,28,4.0,1,0,78
5,22,2,1,3,27,5.0,0,0,83
1,2,2,2,3,31,5.0,0,0,64
6,2,2,1,3,32,1.0,1,0,65
2,4,1,2,3,35,4.0,1,0,55
2,2,1,1,1,52,2.0,1,0,61
2,26,1,2,3,33,5.0,1,0,56
4,7,2,1,3,29,5.0,1,0,80
4,30,2,1,1,35,5.0,0,0,93
2,7,2,1,1,27,3.0,1,0,58
4,2,2,1,2,24,5.0,0,0,86
1,2,2,1,2,51,5.0,0,0,96
2,22,2,1,1,33,5.0,1,0,60
3,14,2,2,3,30,5.0,0,0,85
1,23,2,2,3,30,4.0,1,0,59
4,15,1,1,1,41,2.0,1,0,79
3,13,1,1,1,41,3.0,1,0,69
5,29,1,1,3,33,4.0,1,0,99
4,14,1,1,3,45,3.0,1,0,78
1,26,2,1,3,45,4.0,0,0,64
2,22,2,1,3,47,3.0,0,0,70
1,13,2,1,3,27,3.0,1,0,46
6,26,2,2,1,31,5.0,1,1,64
4,20,2,2,3,28,5.0,1,0,75
9,22,2,1,1,28,5.0,1,0,83
4,17,2,1,1,33,3.0,1,0,76
1,4,1,1,3,51,3.0,0,0,59
3,13,2,2,1,29,3.0,1,0,97
6,7,2,2,3,30,3.0,1,0,63
2,22,2,1,1,32,5.0,1,0,63
4,31,2,2,3,32,2.0,0,1,96
1,11,2,1,1,27,5.0,1,0,45
1,22,2,2,3,29,3.0,1,0,53
1,7,1,1,1,48,4.0,0,0,60
4,2,2,1,1,26,1.0,1,1,81
5,25,2,1,1,29,5.0,0,0,87
2,26,1,2,3,41,3.0,0,1,91
4,2,1,1,1,34,3.0,0,0,84
2,4,2,2,1,46,4.0,1,0,57
3,7,2,2,3,32,5.0,0,0,80
4,16,2,1,1,23,3.0,1,0,81
2,21,1,2,3,35,3.0,1,0,58
5,25,2,1,3,30,5.0,1,0,78
6,30,2,1,1,28,4.0,0,0,77
4,22,2,1,3,27,3.0,1,0,77
4,27,2,1,3,30,3.0,0,0,80
2,7,2,1,1,30,3.0,1,0,60
4,7,1,1,3,33,5.0,0,0,81
4,7,2,2,1,30,3.0,0,0,89
2,13,2,1,3,37,5.0,0,0,68
6,31,2,1,1,27,3.0,1,0,58
3,11,1,2,3,36,5.0,1,1,71
2,2,1,1,1,44,4.0,1,0,61
8,2,2,1,3,30,5.0,1,0,56
2,23,2,1,1,33,5.0,0,0,68
4,5,2,2,3,26,4.0,1,0,80
1,2,2,1,3,31,4.0,1,0,62
3,15,2,1,3,36,5.0,1,0,68
1,25,1,1,3,36,3.0,0,0,63
4,31,2,1,1,28,4.0,0,0,81
1,28,1,1,1,35,5.0,1,0,44
4,2,2,2,3,39,3.0,1,0,83
2,4,1,2,1,45,5.0,1,0,62
4,2,1,2,1,35,4.0,1,0,81
2,2,1,2,1,44,3.0,1,1,59
1,25,2,1,3,30,3.0,1,0,52
5,2,1,1,1,56,4.0,1,0,84
7,2,2,2,3,36,5.0,1,0,52
2,4,2,1,1,34,5.0,1,0,57
1,11,2,1,1,26,3.0,1,0,45
1,7,1,1,3,40,3.0,1,0,51
1,2,1,2,3,25,5.0,0,1,86
1,7,2,1,1,28,3.0,1,0,50
4,2,2,2,3,29,1.0,0,1,82
7,22,2,2,2,29,3.0,1,0,49
4,7,1,1,1,39,3.0,1,0,80
2,22,2,2,3,34,5.0,0,0,74
1,23,1,2,1,37,5.0,1,0,47
1,2,2,1,3,54,4.0,1,0,62
2,31,2,1,3,32,4.0,1,0,58
1,13,2,1,1,29,3.0,1,0,55
5,25,1,1,3,35,5.0,0,1,81
4,7,1,1,1,40,3.0,1,0,82
2,33,2,1,3,37,2.0,1,0,57
2,2,1,1,3,39,3.0,0,0,78
1,4,2,1,3,30,5.0,1,1,49
4,2,2,1,3,28,2.0,1,0,84
2,4,2,1,1,35,3.0,1,0,59
2,26,1,2,3,46,5.0,1,0,64
5,22,2,1,1,26,4.0,1,0,84
4,22,2,2,3,34,5.0,0,0,84
3,7,1,1,3,45,5.0,1,0,68
1,27,2,1,3,31,5.0,0,0,61
2,32,2,1,3,33,3.0,1,0,62
6,4,2,1,1,29,5.0,1,1,94
4,15,2,1,3,31,3.0,1,0,83
5,22,2,1,1,28,5.0,1,0,84
2,22,1,2,3,47,4.0,1,1,98
4,17,2,1,3,26,5.0,1,0,84
2,23,2,1,1,37,1.0,1,0,58
1,16,2,1,3,37,4.0,1,0,53
1,4,1,1,3,50,4.0,1,0,47
1,22,2,2,3,29,5.0,1,0,49
1,13,2,1,1,51,3.0,1,0,50
1,12,2,1,1,27,5.0,1,1,93
1,2,1,1,3,54,5.0,1,0,48
1,17,2,1,1,26,4.0,1,0,49
1,7,2,1,3,52,5.0,1,0,51
2,5,2,1,3,25,3.0,1,0,59
3,7,2,1,3,42,4.0,1,0,72
2,8,2,2,3,33,4.0,0,0,66
2,15,1,1,1,37,5.0,1,0,63
1,29,2,1,3,47,5.0,0,0,58
2,20,1,1,1,37,5.0,1,0,55
1,25,1,1,3,37,5.0,0,0,62
1,2,2,1,2,33,1.0,1,0,88
6,26,2,1,3,29,5.0,0,0,73
2,22,2,1,3,34,3.0,1,0,59
1,2,2,1,3,54,4.0,0,0,62
1,2,2,1,1,37,3.0,0,0,61
4,2,1,2,1,44,5.0,1,0,90
4,7,2,1,1,30,3.0,1,0,74
2,13,1,2,3,35,5.0,1,0,89
1,2,2,2,3,52,5.0,1,0,48
4,26,2,1,1,32,5.0,1,0,77
2,15,2,1,3,36,5.0,1,0,64
1,2,2,2,3,46,5.0,0,0,56
7,2,1,1,3,50,5.0,1,0,45
3,7,1,1,3,52,3.0,1,0,71
5,21,2,2,3,28,5.0,1,0,88
1,32,2,1,3,38,4.0,1,0,43
3,2,2,2,2,32,4.0,1,0,68
1,28,1,1,1,38,4.0,1,0,83
5,27,2,1,1,28,5.0,1,0,86
1,28,1,1,1,31,5.0,1,0,46
1,1,2,1,1,37,5.0,1,0,49
7,22,2,2,1,27,3.0,1,0,46
1,7,1,1,1,40,4.0,1,1,51
4,31,2,1,3,36,5.0,1,0,82
1,22,2,1,2,28,3.0,1,0,50
2,2,2,1,3,36,5.0,0,1,75
2,4,2,1,3,34,5.0,1,1,99
4,6,2,1,3,31,3.0,0,0,89
4,22,2,1,3,27,4.0,1,0,80
4,2,1,2,3,36,5.0,1,0,78
4,23,1,1,3,32,3.0,1,0,79
1,25,2,1,3,28,5.0,1,0,49
1,5,2,1,3,24,5.0,0,0,63
3,30,2,1,3,36,3.0,1,0,67
4,22,2,1,3,37,5.0,1,0,75
5,5,1,1,1,37,2.0,0,1,81
1,22,2,1,3,27,4.0,1,0,49
2,19,1,1,3,44,3.0,1,0,58
1,22,2,2,1,30,3.0,1,0,49
1,7,2,1,1,55,3.0,1,0,49
5,22,2,1,2,28,5.0,1,0,80
3,2,1,2,1,51,2.0,1,0,71
2,2,2,2,3,37,5.0,0,0,76
1,25,1,1,3,35,2.0,1,0,54
4,28,1,1,3,35,2.0,1,0,78
7,22,1,1,3,34,5.0,0,0,62
1,17,1,1,1,37,3.0,1,1,52
4,2,1,1,3,38,5.0,1,0,87
4,2,2,1,1,27,5.0,1,0,97
3,2,2,2,3,29,2.0,0,0,86
3,7,1,1,1,40,3.0,1,0,68
3,8,1,2,3,38,5.0,1,0,72
2,15,2,1,1,35,3.0,0,0,76
5,30,2,1,3,32,3.0,1,1,93
2,2,2,1,3,38,3.0,1,0,63
2,13,2,1,3,32,5.0,0,0,78
1,13,1,1,3,39,5.0,0,0,61
1,2,2,2,3,40,3.0,1,0,47
3,22,2,2,1,30,5.0,1,0,72
3,23,2,2,3,32,5.0,1,0,87
7,7,2,1,3,27,5.0,1,0,87
2,19,2,1,1,34,3.0,1,0,63
1,1,1,1,1,34,3.0,0,0,62
3,15,1,1,3,38,5.0,1,0,70
1,4,2,1,1,34,4.0,1,0,56
1,2,2,2,2,32,4.0,0,0,63
2,22,2,1,1,34,3.0,1,0,59
3,23,2,1,3,35,3.0,1,0,69
1,7,1,1,1,44,3.0,1,0,54
1,22,2,1,1,26,3.0,0,0,61
7,25,1,2,1,34,5.0,0,1,61
3,16,2,2,1,34,3.0,1,0,65
1,13,2,1,3,29,2.0,1,0,50
3,2,1,2,1,46,3.0,1,0,69
4,28,1,1,3,38,5.0,0,0,90
1,2,2,1,1,53,4.0,0,0,62
2,8,2,1,1,45,3.0,0,0,77
3,12,2,1,1,25,5.0,1,0,71
3,22,1,2,1,31,5.0,1,0,67
2,13,1,2,1,43,3.0,1,0,58
2,22,2,1,1,37,2.0,1,0,57
3,7,2,2,3,23,4.0,1,0,67
2,2,3,2,1,24,5.0,0,0,97
7,2,3,1,1,24,2.0,1,0,49
1,2,2,1,1,60,3.0,0,1,95
2,7,2,2,3,30,2.0,1,0,58
2,10,1,1,1,32,1.0,1,0,62
5,28,2,1,1,31,5.0,1,0,86
1,22,1,1,3,31,3.0,0,0,60
4,7,2,2,3,32,3.0,0,0,81
4,7,2,1,3,32,5.0,1,0,85
1,2,2,1,1,37,5.0,1,0,51
5,27,2,1,1,29,4.0,1,0,83
4,7,2,2,3,29,5.0,1,0,78
1,22,2,1,1,35,5.0,0,1,91
1,23,2,1,3,29,4.0,1,1,89
1,7,2,1,1,35,5.0,1,0,51
1,22,2,2,3,30,3.0,1,0,51
1,2,1,2,3,43,5.0,1,0,52
7,22,1,1,3,37,5.0,1,0,93
8,22,3,1,3,27,5.0,1,0,97
6,4,1,1,1,32,3.0,1,0,56
2,5,2,2,3,31,5.0,0,0,72
7,4,2,2,1,27,5.0,1,0,53
4,27,1,1,3,40,5.0,1,1,85
1,25,1,1,3,46,4.0,1,1,47
2,2,2,1,1,37,5.0,1,0,89
1,1,1,1,3,39,4.0,1,0,45
3,2,1,1,3,48,2.0,1,0,63
4,13,2,2,1,33,5.0,1,0,80
3,2,2,2,1,32,5.0,0,0,79
1,2,2,2,1,36,3.0,1,0,51
1,27,1,1,3,50,4.0,1,0,55
2,22,2,2,3,31,3.0,1,0,55
5,28,1,1,1,35,5.0,1,0,83
3,20,2,2,3,33,2.0,1,0,69
1,23,2,1,3,33,3.0,1,0,52
3,2,1,2,1,39,5.0,1,0,74
1,2,2,1,1,35,4.0,1,0,62
4,16,3,1,1,25,4.0,1,0,82
1,23,1,1,3,44,4.0,1,0,99
3,15,2,1,3,36,5.0,1,0,71
1,16,2,2,3,31,2.0,0,0,87
1,4,1,2,3,37,5.0,1,0,49
2,28,1,1,1,30,5.0,0,1,75
2,14,2,1,1,34,5.0,1,0,57
5,25,1,1,1,41,5.0,1,0,85
5,28,1,1,3,35,2.0,1,0,85
1,14,2,1,1,29,5.0,1,0,48
4,27,1,1,3,39,3.0,1,0,81
6,28,1,1,1,33,5.0,0,0,71
2,7,2,1,3,32,3.0,1,1,58
1,13,1,2,1,40,3.0,1,0,50
5,31,2,1,3,30,5.0,0,0,81
1,28,1,1,3,38,5.0,1,1,93
1,2,2,1,1,44,4.0,1,0,47
2,23,2,2,1,37,3.0,0,0,61
1,22,1,1,3,34,3.0,0,0,93
6,2,2,2,1,43,5.0,0,0,94
8,31,2,1,3,32,5.0,1,1,94
1,31,2,1,3,35,4.0,1,0,59
3,2,2,1,3,60,5.0,1,0,70
3,2,2,2,3,28,3.0,1,0,97
1,2,2,2,3,34,5.0,0,0,60
5,28,2,1,3,35,3.0,0,0,80
2,19,2,1,1,35,4.0,1,0,63
4,2,2,1,1,33,5.0,1,0,80
2,22,1,1,3,50,5.0,0,0,74
2,23,2,2,1,31,5.0,1,0,58
1,16,2,1,3,24,5.0,1,0,48
5,22,2,1,3,27,3.0,0,0,93
3,10,1,2,1,34,5.0,1,0,96
5,10,2,1,1,28,5.0,1,0,86
1,4,1,1,3,47,5.0,1,0,88
1,28,1,1,3,40,5.0,1,0,50
2,7,1,1,1,34,3.0,1,1,86
4,7,1,1,1,41,5.0,1,0,77
1,7,2,2,1,35,5.0,1,0,50
2,15,2,1,2,43,4.0,1,0,55
2,15,2,1,1,37,5.0,0,1,73
2,2,1,2,3,52,3.0,0,1,98
1,22,2,1,3,28,4.0,1,0,86
3,2,2,1,3,40,3.0,1,0,68
2,7,1,2,3,41,5.0,0,0,67
5,22,1,1,3,35,1.0,0,1,89
2,15,1,1,3,38,5.0,0,0,75
8,7,1,1,3,54,5.0,0,0,94
5,25,2,1,3,28,5.0,1,0,82
1,22,2,1,3,26,5.0,1,0,81
4,7,1,2,3,45,5.0,1,1,90
1,7,2,1,3,31,4.0,0,0,60
1,7,2,1,3,27,4.0,1,0,52
6,27,2,2,3,29,4.0,0,0,72
2,27,1,1,3,42,3.0,1,0,61
5,22,2,1,2,28,4.0,1,0,86
2,17,2,1,3,33,5.0,1,0,60
2,20,2,2,3,30,5.0,1,0,60
6,22,1,1,1,38,3.0,0,0,74
9,7,2,1,1,32,5.0,1,0,83
4,15,2,1,3,33,3.0,0,0,88
1,13,2,1,1,42,4.0,1,0,53
3,11,1,2,1,40,5.0,1,0,65
1,11,2,1,1,34,5.0,1,0,54
2,7,2,1,1,32,5.0,1,0,58
7,2,1,2,3,48,3.0,1,0,49
2,16,2,2,1,32,4.0,1,0,61
6,26,2,1,3,27,2.0,1,0,58
2,26,2,1,3,30,5.0,0,0,65
4,7,1,1,2,34,3.0,0,0,82
7,17,2,2,1,26,5.0,1,0,44
1,2,2,1,1,38,5.0,1,0,87
1,22,2,1,1,28,3.0,0,0,60
2,2,2,1,3,31,3.0,1,0,59
3,2,1,2,3,39,3.0,1,0,64
4,32,2,2,1,26,5.0,0,1,91
1,2,2,1,3,38,4.0,1,1,51
2,29,1,1,3,31,5.0,1,0,60
1,14,2,1,1,22,3.0,0,0,63
4,2,2,2,3,48,5.0,1,0,80
4,16,2,2,3,56,3.0,1,0,84
5,27,2,1,3,28,5.0,1,0,84
6,22,2,1,1,28,3.0,0,0,75
1,28,2,1,3,37,3.0,1,1,88
2,7,2,2,3,33,5.0,1,0,65
2,19,2,2,3,28,2.0,1,0,54
3,17,1,2,3,38,3.0,1,0,74
3,13,1,2,1,39,5.0,0,1,84
7,2,2,1,1,35,4.0,1,0,49
4,2,2,2,3,30,5.0,0,0,91
1,2,2,2,1,24,4.0,1,0,47
3,2,2,1,1,36,5.0,1,0,99
5,8,2,1,3,25,3.0,1,0,89
5,28,2,1,3,39,5.0,1,0,85
1,16,2,1,1,27,5.0,1,0,53
2,22,1,1,3,32,3.0,1,0,64
3,2,2,1,1,55,5.0,0,0,86
5,2,1,1,3,41,5.0,0,0,91
2,22,2,2,1,44,3.0,0,0,74
3,17,2,2,3,31,3.0,1,0,70
1,2,2,1,1,39,3.0,1,0,48
2,22,2,1,1,27,5.0,1,0,59
5,2,1,1,3,59,5.0,1,0,90
5,25,1,1,3,35,3.0,1,0,83
1,13,1,1,3,38,3.0,1,0,54
5,22,1,1,1,39,3.0,1,0,85
3,2,2,2,3,29,4.0,1,0,95
6,28,2,1,3,31,3.0,0,1,74
9,22,1,1,1,27,5.0,0,0,84
3,7,2,1,3,32,5.0,1,0,70
1,2,2,2,3,37,4.0,1,0,51
2,22,2,1,2,28,5.0,1,0,59
2,2,2,2,3,40,3.0,1,0,91
9,4,1,1,3,36,4.0,1,0,86
1,7,2,1,2,28,3.0,1,0,91
1,7,1,1,3,36,5.0,0,1,91
3,7,1,1,1,41,4.0,1,0,71
2,22,2,1,1,27,5.0,0,0,68
2,27,2,1,3,27,3.0,1,0,62
6,30,2,2,1,28,2.0,1,0,56
2,17,2,2,1,26,4.0,0,0,75
4,28,2,1,3,29,3.0,1,0,74
5,7,1,1,1,35,3.0,1,0,83
1,31,2,1,1,30,3.0,1,0,48
6,30,2,2,3,28,4.0,0,0,95
1,22,2,1,1,30,3.0,0,0,58
4,2,2,1,3,60,5.0,0,1,80
5,11,2,1,3,30,3.0,1,0,91
5,2,2,2,3,27,5.0,1,0,90
4,7,2,2,1,34,5.0,0,0,83
2,4,2,1,3,30,5.0,0,0,72
3,20,1,1,3,38,4.0,1,0,73
3,7,1,1,1,59,3.0,1,0,74
1,25,1,1,1,35,5.0,0,0,64
5,22,2,1,3,27,3.0,1,0,85
1,11,2,1,1,28,3.0,1,0,54
1,2,2,1,3,21,5.0,1,0,94
4,10,2,1,1,28,3.0,0,0,89
1,22,2,1,3,27,4.0,1,0,53
2,22,2,1,1,35,5.0,1,0,59
4,2,1,1,3,35,3.0,1,0,77
1,2,2,1,1,38,4.0,1,0,46
1,7,2,1,3,32,3.0,0,0,65
4,16,3,1,1,23,5.0,0,0,93
4,16,2,1,3,27,4.0,0,1,91
2,15,1,1,1,32,5.0,1,0,64
4,13,2,1,1,29,5.0,0,1,96
5,31,2,1,1,26,4.0,1,0,86
1,26,2,2,1,34,4.0,0,0,58
1,28,1,1,1,33,5.0,1,0,94
8,2,1,1,1,60,5.0,1,0,63
2,32,2,2,1,38,3.0,1,0,56
1,2,2,1,3,23,2.0,1,0,47
8,27,2,1,3,27,5.0,0,1,66
1,13,2,1,3,30,4.0,0,0,62
3,2,1,2,3,36,3.0,1,0,67
4,22,2,1,1,35,4.0,1,0,92
1,2,2,1,2,32,3.0,1,0,57
4,22,1,1,3,43,4.0,1,0,89
3,17,2,2,3,27,5.0,0,0,83
6,2,2,1,1,59,5.0,0,0,75
5,2,2,1,3,34,5.0,0,0,89
1,2,2,1,2,33,5.0,1,0,51
2,19,2,2,3,36,4.0,1,1,58
1,27,2,1,1,33,4.0,1,0,60
4,5,1,2,3,32,5.0,0,0,95
5,28,2,1,3,29,4.0,1,0,86
1,6,2,1,3,30,5.0,1,0,47
1,26,2,1,1,40,3.0,1,0,55
2,15,1,2,3,42,4.0,1,0,55
4,13,2,1,1,39,3.0,1,0,75
9,25,2,1,1,31,5.0,1,0,82
1,28,1,1,3,36,5.0,1,0,48
5,2,2,1,3,31,3.0,0,0,83
4,22,1,1,3,29,5.0,0,1,85
4,13,2,1,2,30,5.0,1,0,82
5,22,2,1,1,29,5.0,0,0,88
2,22,1,1,3,49,5.0,1,0,62
2,22,2,2,1,35,5.0,1,0,84
2,23,2,2,3,32,5.0,0,0,70
2,4,2,1,3,35,5.0,1,0,62
1,2,1,1,1,58,3.0,1,0,52
1,22,2,1,2,29,5.0,0,0,57
2,2,1,2,1,54,5.0,1,0,58
5,22,2,1,3,32,3.0,0,0,89
5,27,2,1,1,29,4.0,1,0,81
1,2,2,2,1,31,5.0,1,0,49
2,22,1,1,3,47,5.0,0,0,70
6,22,2,1,1,27,5.0,0,0,92
4,13,2,1,2,31,3.0,1,0,80
5,22,2,1,1,29,5.0,1,0,87
2,31,2,1,3,40,5.0,1,0,63
5,15,2,1,3,27,3.0,1,0,87
4,16,2,2,3,29,4.0,1,0,78
4,22,1,1,3,37,4.0,1,0,82
5,22,2,1,1,28,5.0,0,0,86
2,2,1,1,3,38,3.0,1,0,56
2,4,1,2,3,45,5.0,1,0,58
1,26,2,1,1,27,4.0,1,0,59
6,7,2,1,1,28,5.0,1,1,90
1,2,2,1,2,34,3.0,0,0,68
2,2,2,2,1,39,3.0,1,0,67
2,2,2,1,3,37,3.0,0,1,76
5,22,2,2,3,27,5.0,0,1,88
2,15,1,1,1,44,5.0,1,0,92
2,2,1,2,3,35,3.0,1,0,59
2,15,2,1,3,33,5.0,0,0,93
3,31,1,2,3,38,4.0,1,0,71
3,2,1,2,3,34,5.0,1,0,69
6,4,2,1,1,33,4.0,1,0,73
5,22,2,1,1,28,5.0,0,0,92
6,22,2,1,3,29,4.0,0,0,67
3,2,2,2,3,32,5.0,0,0,80
3,22,2,1,1,27,5.0,1,0,69
5,22,1,1,3,29,5.0,1,0,79
3,21,2,2,3,33,5.0,1,0,68
4,2,1,1,2,38,5.0,1,0,82
1,2,1,1,1,37,5.0,1,0,54
2,13,1,1,3,55,5.0,1,0,62
4,30,2,1,3,34,5.0,1,0,80
4,15,2,1,1,29,4.0,1,0,86
